0,152
0,157
0,174
1,45
2,171
3,43
4,257
5,86
5,61
5,78
5,37
6,60
6,70
6,62
6,135
7,188
8,100
9,203
9,117
10,130
10,127
11,241
11,21
12,221
13,86
14,57
14,30
14,70
15,250
16,46
17,248
17,216
18,42
18,228
18,162
19,144
19,176
19,179
20,234
21,256
22,240
22,233
22,171
22,150
23,64
24,251
24,78
25,75
25,271
26,248
26,78
27,259
27,72
27,267
27,108
27,245
28,41
28,167
29,55
30,226
30,203
31,153
31,139
32,61
33,49
34,167
35,266
35,68
35,165
36,185
36,62
37,184
37,213
37,125
38,218
38,45
39,267
40,65
40,129
40,169
40,172
40,110
40,206
40,116
40,53
40,151
41,274
42,223
42,110
42,165
43,163
43,198
44,179
44,45
44,183
45,95
46,257
46,146
46,102
47,121
47,87
47,279
48,187
48,180
48,199
50,83
50,245
50,279
51,255
52,135
54,179
56,152
57,85
58,196
59,161
60,278
61,113
62,144
63,217
64,151
66,168
67,104
67,271
67,231
68,193
68,246
68,262
69,211
70,165
71,227
71,166
72,113
73,234
73,284
73,182
74,217
74,84
74,284
74,87
76,137
76,267
77,275
77,190
78,82
79,268
80,120
80,115
81,155
81,252
84,85
84,271
86,98
86,219
87,109
88,97
88,174
89,96
90,112
90,129
90,191
91,224
91,238
92,145
93,96
93,125
93,159
94,137
94,220
94,276
97,149
97,246
98,164
99,184
101,277
102,280
102,193
103,184
105,128
106,111
107,249
107,228
110,257
110,223
112,269
114,194
115,210
116,214
116,151
117,136
117,198
118,273
118,197
119,133
119,230
121,212
122,217
122,186
122,253
122,133
123,127
123,239
124,200
125,242
126,173
128,275
130,203
130,204
130,178
130,174
131,273
131,149
132,258
133,257
134,144
134,242
136,223
137,225
138,260
139,175
140,273
140,242
140,243
140,253
141,242
142,193
142,167
143,152
145,254
146,235
146,215
147,256
148,222
149,192
153,208
153,159
153,214
154,176
156,157
158,236
160,255
161,254
161,191
162,255
164,238
165,211
170,228
172,194
173,261
174,199
177,254
181,282
181,231
183,271
184,192
184,265
186,204
187,241
189,270
189,222
189,271
190,202
190,191
194,195
194,269
198,265
198,266
201,284
201,229
202,213
203,219
205,281
205,283
205,279
206,258
207,244
209,226
214,242
216,251
220,263
221,272
223,239
225,267
229,250
232,264
237,278
247,277
248,251
273,282
